GeneInfo	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_007247-RA	1678	1093	1509	1545	1502	1332	1044	1315	1490	1243	1220	1094
Caust.v2_007249-RD	10	6	5	8	1	6	6	7	10	5	4	6
Caust.v2_007249-RD	832	940	787	1077	815	602	516	632	693	659	838	547
Caust.v2_007249-RA	31	42	23	49	34	22	22	27	32	20	43	25
Caust.v2_007250-RA	442	524	496	525	456	371	318	398	430	462	513	399
Caust.v2_007253-RA	808	683	796	893	576	723	842	942	632	607	755	807
Caust.v2_007255-RA	72	58	45	41	31	51	87	60	40	38	68	75
Caust.v2_007261-RA	354	197	263	288	239	309	482	566	302	237	193	709
Caust.v2_007262-RA	2124	4782	2216	6567	3388	3210	2674	4493	4323	4903	3248	2981
Caust.v2_007263-RA	6032	4928	5322	7271	6239	7071	10226	12107	5932	5604	5096	13905
Caust.v2_007264-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007264-RA	374	299	258	398	294	207	313	343	315	269	262	578
Caust.v2_007264-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007266-RA	230	173	245	177	169	246	234	250	259	189	153	244
Caust.v2_007268-RA	193	94	105	204	106	102	126	216	130	164	102	190
Caust.v2_007270-RA	765	696	581	921	652	657	630	798	720	566	685	942
Caust.v2_007271-RA	526	275	381	449	276	444	918	838	349	423	523	1564
Caust.v2_007248-RA	4	6	8	5	16	4	8	6	11	4	2	3
Caust.v2_007251-RA	1342	1058	830	1209	1016	685	687	1255	1010	898	865	938
Caust.v2_007252-RA	6	6	12	15	10	11	17	24	4	10	11	8
Caust.v2_007252-RB	458	260	471	333	276	474	594	656	365	395	387	669
Caust.v2_007252-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007257-RA	5	3	13	2	8	11	1	14	19	5	11	10
Caust.v2_007258-RA	6	5	4	14	0	2	9	5	12	8	2	0
Caust.v2_007259-RA	1149	708	858	878	654	852	908	1119	844	867	748	1223
Caust.v2_007265-RA	4235	3483	3638	4291	3375	3135	2963	3764	3258	3035	3363	3551
Caust.v2_007267-RA	15436	5655	8598	10950	4244	10394	9989	12017	6579	12275	8118	11495
Caust.v2_007269-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_007272-RA	1239	944	1004	1225	903	882	1058	1349	1097	933	980	1112
Caust.v2_007273-RA	2	0	1	2	2	1	0	52	0	0	0	0
Caust.v2_007260-RA	0	2	1	0	2	0	0	2	1	3	4	0
Caust.v2_007256-RA	4	10	1	13	3	12	15	18	12	10	12	11
Caust.v2_007254-RA	27	30	34	28	19	33	73	39	33	26	37	46
Caust.v2_021879-RA	0	0	6	0	1	0	4	4	0	1	0	5
Caust.v2_019547-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019546-RA	46	106	60	162	103	23	43	57	48	82	57	38
Caust.v2_018572-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018575-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_018574-RA	0	0	1	0	0	0	0	0	0	0	0	2
Caust.v2_018573-RA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021477-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021989-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021309-RA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_021310-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012635-RA	51	39	22	47	12	7	20	37	55	26	31	31
Caust.v2_012639-RA	41	29	28	48	18	22	41	41	32	24	35	50
Caust.v2_012639-RC	607	379	478	662	363	547	694	689	480	483	546	918
Caust.v2_012644-RA	401	135	443	164	293	377	132	167	295	200	217	92
Caust.v2_012636-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012636-RA	121	13	207	95	134	158	86	91	110	84	81	84
Caust.v2_012636-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012637-RA	0	37	0	0	0	0	0	0	0	0	0	1
Caust.v2_012638-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012638-RA	1115	802	823	1067	858	963	1051	1305	1090	762	929	1148
Caust.v2_012638-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012643-RA	3375	3160	3824	3934	2812	3084	3037	3363	3063	2936	3019	3211
Caust.v2_012646-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012642-RA	2	1	2	2	2	2	2	3	5	2	4	5
Caust.v2_012641-RA	0	0	0	1	0	2	0	0	2	0	3	0
Caust.v2_012645-RA	27	1	11	8	15	10	6	0	4	7	6	1
Caust.v2_012640-RA	0	0	0	0	0	0	1	1	2	0	0	1
Caust.v2_022306-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021151-RA	445	302	436	412	281	335	379	455	333	411	378	513
Caust.v2_022342-RA	6	8	0	4	5	6	5	8	4	10	11	2
Caust.v2_015230-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015232-RA	1300	681	1020	1159	577	1079	1742	1708	838	973	950	2683
Caust.v2_015233-RA	193	150	199	198	168	235	212	259	178	143	187	281
Caust.v2_015235-RA	455	390	341	400	268	433	300	373	487	341	394	376
Caust.v2_015239-RA	1046	719	920	1073	733	857	997	1191	766	769	715	1125
Caust.v2_015231-RA	342	162	298	208	218	251	318	370	236	192	210	484
Caust.v2_015234-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015236-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015237-RA	30	27	21	56	18	45	40	56	27	20	35	59
Caust.v2_015238-RA	222	190	168	269	168	153	248	237	131	132	196	292
Caust.v2_015240-RA	2	2	1	0	1	0	1	1	0	1	5	0
Caust.v2_018353-RA	8	0	15	12	8	16	16	9	9	14	6	21
Caust.v2_018354-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_018352-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021487-RA	0	0	1	1	0	0	0	0	0	0	2	0
Caust.v2_020699-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020700-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019483-RA	15	8	12	7	9	12	9	20	23	18	5	15
Caust.v2_019482-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021885-RA	1	2	0	2	5	0	4	4	7	0	2	0
Caust.v2_018266-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018268-RA	3	0	7	2	1	1	0	2	0	0	1	0
Caust.v2_018267-RA	0	0	0	0	1	0	0	1	1	0	1	0
Caust.v2_021993-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018699-RA	79	108	130	133	154	63	35	40	182	45	99	129
Caust.v2_018698-RA	0	0	0	0	0	0	1	0	0	0	0	1
Caust.v2_020043-RA	1	1	4	0	1	8	0	0	0	0	1	0
Caust.v2_020042-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021141-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021702-RA	403	149	234	302	191	345	520	571	215	249	256	772
Caust.v2_020995-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018042-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018039-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018040-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018043-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018041-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019571-RA	3	4	2	18	6	1	3	6	11	4	3	5
Caust.v2_019572-RA	8	3	5	7	2	2	4	9	2	4	2	5
Caust.v2_019573-RA	0	0	0	0	0	0	1	0	0	0	0	1
Caust.v2_012431-RA	222	90	145	137	84	171	141	254	151	159	93	191
Caust.v2_012432-RA	307	139	176	202	118	256	204	280	140	218	123	227
Caust.v2_012434-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012436-RA	27	7	10	7	9	9	13	26	52	27	16	11
Caust.v2_012439-RA	3959	2430	3182	3017	2467	2487	2420	2961	2004	2849	2378	2937
Caust.v2_012441-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012441-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012441-RC	620	514	645	564	519	563	702	745	497	453	535	1148
Caust.v2_012441-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012441-RB	6	7	8	5	11	2	3	8	4	2	9	4
Caust.v2_012433-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012435-RA	674	312	562	242	455	225	164	371	282	320	327	149
Caust.v2_012437-RA	14	14	7	12	4	13	5	18	32	4	13	2
Caust.v2_012438-RA	399	856	1028	597	471	429	233	506	717	557	454	259
Caust.v2_012440-RA	506	410	344	340	478	319	235	317	249	234	360	294
Caust.v2_012442-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RC	13	3	10	10	3	6	6	7	1	5	5	6
Caust.v2_012442-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012444-RA	1042	628	983	509	1113	774	133	446	470	586	509	207
Caust.v2_012445-RA	747	787	925	1005	653	568	649	1206	595	633	796	819
Caust.v2_012443-RA	659	203	360	229	395	152	38	155	154	159	204	27
Caust.v2_021947-RA	1	30	1	0	21	0	0	2	28	0	1	103
Caust.v2_019913-RA	0	0	0	0	0	0	0	3	3	0	0	0
Caust.v2_019912-RA	0	0	0	2	0	0	0	4	3	0	2	0
Caust.v2_012379-RA	607	1743	728	3561	2045	6597	625	878	10677	3361	1445	483
Caust.v2_012382-RA	0	2	3	2	7	4	2	1	6	0	0	1
Caust.v2_012384-RA	56	22	34	36	22	42	13	41	27	15	39	8
Caust.v2_012377-RA	0	2	0	1	0	1	0	0	0	1	1	2
Caust.v2_012385-RA	305	473	357	465	412	278	311	350	361	242	395	307
Caust.v2_012376-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012383-RA	3	2	4	1	0	1	0	0	2	0	2	1
Caust.v2_012378-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012380-RA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012381-RA	1	0	3	1	0	3	0	0	0	0	0	0
Caust.v2_012399-RA	7	1	7	4	0	2	4	3	2	8	3	5
Caust.v2_012401-RA	0	2	0	0	0	0	0	0	0	0	0	1
Caust.v2_012395-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012391-RA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012404-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012402-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012392-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012397-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012387-RA	0	1	0	0	0	0	0	0	0	0	1	0
Caust.v2_012398-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012386-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012396-RA	1	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_012394-RA	1	0	2	0	0	0	0	1	0	0	0	0
Caust.v2_012400-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012388-RA	0	0	1	0	0	3	0	1	0	4	0	1
Caust.v2_012389-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012390-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012403-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012393-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019704-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_019705-RA	1	1	1	2	0	0	0	0	0	0	0	0
Caust.v2_019706-RA	2	5	4	2	2	9	11	11	3	3	6	6
Caust.v2_019330-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019329-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014232-RA	2	6	1	2	6	1	3	0	0	2	4	0
Caust.v2_014218-RA	193	153	110	189	131	165	112	118	159	163	145	172
Caust.v2_014220-RA	11	8	6	11	1	18	5	20	4	8	5	8
Caust.v2_014224-RA	7	4	1	4	0	4	4	0	0	6	7	0
Caust.v2_014229-RA	0	0	0	2	0	0	0	1	0	0	1	0
Caust.v2_014228-RA	5	0	1	3	7	0	1	9	2	1	0	0
Caust.v2_014219-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014223-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014216-RA	151	67	100	70	28	125	63	193	100	61	49	149
Caust.v2_014221-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014222-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014214-RA	54	21	56	25	11	46	33	87	32	21	14	112
Caust.v2_014227-RA	23	3	6	10	7	3	10	17	12	18	9	4
Caust.v2_014225-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014226-RA	0	0	0	0	0	0	0	0	1	1	0	0
Caust.v2_014230-RA	3	0	0	2	4	1	0	1	1	1	1	0
Caust.v2_014231-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_014217-RA	229	121	185	93	60	212	143	259	151	118	84	213
Caust.v2_014215-RA	8	9	15	14	7	37	10	9	16	5	9	9
Caust.v2_021886-RA	0	0	0	0	0	0	0	0	0	3	0	0
Caust.v2_011428-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011431-RA	0	7	9	4	3	6	2	7	4	1	6	5
Caust.v2_011433-RA	247	516	287	389	365	260	191	227	258	376	320	212
Caust.v2_011435-RA	3283	2598	3288	3616	2403	3044	1816	2930	2973	2817	2904	1675
Caust.v2_011438-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011438-RB	577	336	427	369	316	420	485	572	347	323	335	598
Caust.v2_011438-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011439-RA	508	330	435	433	333	491	566	548	400	352	338	635
Caust.v2_011441-RA	46	26	34	49	30	39	50	103	39	49	23	57
Caust.v2_011442-RA	1400	999	1237	1402	1246	1132	1069	1445	948	1048	1105	1378
Caust.v2_011444-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011444-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011444-RB	1137	791	877	945	805	805	877	944	825	774	762	1038
Caust.v2_011444-RA	0	0	2	1	1	1	0	0	0	0	0	0
Caust.v2_011444-RC	0	3	0	3	3	0	0	4	0	2	1	0
Caust.v2_011426-RA	1260	1105	1296	1618	891	1371	1935	1571	1416	1284	995	2116
Caust.v2_011427-RA	938	706	641	1061	606	610	554	805	721	599	688	712
Caust.v2_011429-RA	187	219	255	264	179	171	144	224	193	203	182	191
Caust.v2_011430-RA	0	1	0	0	124	1	0	1	0	88	92	0
Caust.v2_011432-RA	25	0	27	3	40	3	3	1	5	17	38	8
Caust.v2_011434-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011436-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011437-RA	117	195	150	161	175	217	174	384	238	211	204	262
Caust.v2_011440-RA	277	146	166	254	136	235	269	514	175	267	171	527
Caust.v2_011443-RA	0	0	1	0	2	0	0	0	0	0	0	0
Caust.v2_011445-RA	123	105	136	120	94	93	104	101	100	93	94	112
Caust.v2_011447-RA	0	0	1	0	0	0	7	0	0	0	4	0
Caust.v2_011446-RA	220	176	197	164	164	174	206	203	185	131	168	211
Caust.v2_011448-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018784-RA	4	1	7	3	0	1	4	1	1	6	0	1
Caust.v2_018783-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018785-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018786-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018782-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022403-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022670-RA	2	6	1	0	0	9	0	5	0	2	6	1
Caust.v2_022474-RA	44	52	49	1	28	46	0	32	1	0	60	65
Caust.v2_020782-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020783-RA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_020469-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022058-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021662-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016116-RA	106	131	133	120	116	111	124	141	97	107	112	124
Caust.v2_016118-RA	220	529	233	588	339	238	217	408	374	427	407	212
Caust.v2_016114-RA	51	55	70	106	58	71	34	58	65	44	84	36
Caust.v2_016115-RA	156	166	187	230	0	132	217	244	127	62	82	268
Caust.v2_016117-RA	10	85	58	101	11	84	25	74	106	47	29	14
Caust.v2_016119-RA	723	457	641	704	405	772	878	1052	508	575	625	1459
Caust.v2_022304-RA	0	0	1	0	0	0	3	0	0	0	0	2
Caust.v2_021533-RA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_017639-RA	4	2	4	8	5	5	8	6	4	6	5	0
Caust.v2_017637-RA	4	0	0	0	0	0	4	5	2	8	0	0
Caust.v2_017638-RA	2	4	3	3	1	1	4	2	21	3	1	3
Caust.v2_020847-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020846-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022087-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022110-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019352-RA	7	2	2	1	0	2	1	6	5	3	1	0
Caust.v2_019351-RA	24	3	12	2	3	6	4	1	16	3	3	8
Caust.v2_019350-RA	21	1	11	0	4	0	3	6	19	1	4	2
Caust.v2_019349-RA	12	2	6	3	3	10	16	4	5	7	6	8
Caust.v2_012815-RA	2	4	4	4	4	3	1	8	5	4	0	3
Caust.v2_012816-RA	10	8	9	8	5	11	2	14	5	9	12	5
Caust.v2_012819-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012819-RB	2948	1880	2546	3423	1770	3009	7212	5419	2148	2500	2544	10817
Caust.v2_012819-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012820-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012820-RB	1133	1429	1281	1057	1503	1019	1500	1615	1136	668	997	1761
Caust.v2_012820-RA	388	332	461	364	377	433	532	574	433	295	398	589
Caust.v2_012821-RA	6149	3639	4992	5790	3424	5848	7090	7829	4849	4375	4411	10064
Caust.v2_012817-RA	638	396	467	596	315	470	610	660	387	537	379	695
Caust.v2_012818-RE	2	1	0	2	0	0	0	2	1	1	0	0
Caust.v2_012818-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RC	442	292	335	425	235	307	350	391	272	291	314	381
Caust.v2_012818-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012818-RC	60	26	33	37	18	29	24	37	21	18	20	44
Caust.v2_012822-RA	3	2	0	5	0	2	5	2	5	0	1	6
Caust.v2_012823-RA	0	0	2	0	0	0	2	1	0	0	0	1
Caust.v2_020983-RA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_020675-RA	4	0	6	6	1	1	4	7	4	12	0	6
Caust.v2_019243-RA	0	6	5	6	7	0	2	1	3	1	2	1
Caust.v2_019244-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022098-RA	0	0	0	0	0	2	1	2	3	1	0	0
Caust.v2_017632-RA	0	0	0	4	0	1	0	1	0	0	1	3
Caust.v2_017636-RA	1	2	7	4	2	6	0	2	3	10	5	8
Caust.v2_017635-RA	5	1	5	9	2	5	0	0	5	5	1	6
Caust.v2_017633-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_017634-RA	1	3	0	4	0	4	0	0	3	0	2	6
Caust.v2_012056-RA	176	125	138	165	110	153	189	273	101	153	124	464
Caust.v2_012056-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012062-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012064-RC	73	45	60	52	38	60	69	80	43	48	63	126
Caust.v2_012064-RC	148	77	154	113	98	166	166	145	116	131	87	308
Caust.v2_012064-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012064-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012064-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012064-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012064-RG	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012068-RA	5	1	2	8	3	10	5	0	11	0	5	3
Caust.v2_012069-RA	4	0	0	0	2	27	8	3	14	0	0	28
Caust.v2_012070-RA	0	3	5	2	3	156	59	16	145	1	10	238
Caust.v2_012053-RA	0	0	2	0	0	0	0	0	1	1	0	0
Caust.v2_012055-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012058-RA	7	1	0	1	2	13	15	26	8	2	3	42
Caust.v2_012060-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012061-RA	166	133	128	182	118	119	128	167	83	118	121	152
Caust.v2_012063-RA	53	43	64	64	50	50	52	71	68	29	47	80
Caust.v2_012066-RA	57	12	40	16	8	66	39	44	47	39	39	32
Caust.v2_012067-RA	4	2	0	4	1	6	5	5	3	1	9	8
Caust.v2_012054-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012065-RA	20	5	11	11	4	18	9	14	15	7	4	4
Caust.v2_012059-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012057-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020788-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014269-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_014270-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014267-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014267-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014267-RC	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_014267-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014267-RA	113	113	136	103	96	157	90	164	79	109	90	93
Caust.v2_014267-RA	1592	1067	1223	1350	858	1522	1334	1653	1341	1309	1033	1559
Caust.v2_014267-RA	0	1	0	0	1	0	1	0	0	0	1	3
Caust.v2_014267-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014273-RA	0	0	1	1	0	0	1	0	2	0	1	0
Caust.v2_014268-RA	0	0	1	1	0	0	0	0	0	0	2	1
Caust.v2_014274-RA	0	0	0	1	0	1	0	2	0	0	0	3
Caust.v2_014266-RA	0	0	0	4	1	1	0	0	0	0	1	0
Caust.v2_014271-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_014272-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021892-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021951-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021475-RA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_021428-RA	97	48	52	61	59	46	41	49	48	35	54	47
Caust.v2_020483-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022493-RA	0	1	1	0	0	0	0	1	0	0	0	0
Caust.v2_021465-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021912-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_019763-RA	6	1	0	1	0	0	0	0	2	3	0	0
Caust.v2_016925-RA	14	21	24	24	16	15	5	26	17	13	19	7
Caust.v2_016925-RB	3855	4035	3287	4944	3928	3773	3284	5312	3736	3618	4105	3791
Caust.v2_016925-RB	1	0	0	1	0	0	2	1	0	0	0	0
Caust.v2_016927-RA	717	658	802	548	422	585	593	656	757	604	613	587
Caust.v2_016926-RA	0	1	0	0	1	0	0	3	1	0	1	0
Caust.v2_017823-RA	9	15	4	12	17	10	9	7	19	8	14	2
Caust.v2_017820-RA	0	0	0	0	0	0	0	0	0	2	0	0
Caust.v2_017824-RA	6	35	13	12	14	24	9	12	17	16	7	9
Caust.v2_017821-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017822-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020931-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011485-RA	0	0	0	0	4	0	0	0	0	0	2	0
Caust.v2_011486-RA	79	44	47	58	56	54	60	92	57	60	65	61
Caust.v2_011487-RA	11780	12687	9005	13653	19985	6157	5794	8304	6536	6892	9313	5942
Caust.v2_011489-RA	10	10	3	1	21	2	4	0	3	3	11	0
Caust.v2_011491-RA	1	3	2	3	2	0	0	2	4	2	1	1
Caust.v2_011494-RA	1840	1562	1882	2200	1917	2165	2921	2890	2566	1472	2953	4548
Caust.v2_011495-RA	3	2	1	1	3	2	0	1	1	1	8	3
Caust.v2_011495-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011495-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011495-RA	752	598	799	683	609	646	352	546	556	532	625	411
Caust.v2_011495-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011495-RE	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011495-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011495-RD	0	0	0	1	0	0	0	0	0	1	0	0
Caust.v2_011496-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011498-RA	617	417	709	593	525	532	351	448	603	454	474	395
Caust.v2_011500-RA	67	55	53	52	56	64	47	66	47	60	44	25
Caust.v2_011488-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011488-RA	942	1148	1029	1196	1279	787	977	1016	1022	788	870	1239
Caust.v2_011488-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011490-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011490-RA	369	666	431	429	760	132	163	311	227	259	194	292
Caust.v2_011490-RA	304	299	229	341	212	216	267	331	222	216	265	354
Caust.v2_011492-RA	1086	1053	1013	706	1096	726	1265	3009	838	856	1309	989
Caust.v2_011493-RB	0	4	2	0	0	2	4	0	0	0	1	0
Caust.v2_011493-RA	3326	2558	4071	3467	3392	3493	3637	5999	2907	3207	3507	6512
Caust.v2_011493-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011497-RA	171	122	125	124	119	123	68	166	151	122	116	93
Caust.v2_011499-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011484-RA	10	4	3	3	2	6	2	6	7	0	4	14
